apn,NAME1,NAMELSAD1,NAME2,NAMELSAD2
"025508154","26.09",Census Tract 26.09,,
"025508155","26.09",Census Tract 26.09,,
"025508156","26.09",Census Tract 26.09,,
"025509163","26.09",Census Tract 26.09,,
"025510133","26.09",Census Tract 26.09,,
"025511126","26.09",Census Tract 26.09,,
"025601110","26.08",Census Tract 26.08,,
"025601120","26.08",Census Tract 26.08,,
"025601132","26.08",Census Tract 26.08,,
"025601133","26.08",Census Tract 26.08,,
"025601134","26.08",Census Tract 26.08,,
"025601135","26.08",Census Tract 26.08,,
"025604153","26.08",Census Tract 26.08,,
"025709136","40.01",Census Tract 40.01,,
"025801106","40.04",Census Tract 40.04,,
"025801113","40.04",Census Tract 40.04,,
"025801121","40.04",Census Tract 40.04,,
"025801126","40.04",Census Tract 40.04,,
"025802130","40.04",Census Tract 40.04,"40.04",Census Tract 40.04
"025803109","40.04",Census Tract 40.04,,
"025804108","40.04",Census Tract 40.04,,
"025804111","40.04",Census Tract 40.04,,
"025804140","40.04",Census Tract 40.04,,
"025804144","40.04",Census Tract 40.04,,
"025806123","40.04",Census Tract 40.04,,
"025810219","40.03",Census Tract 40.03,,
"025811105","40.03",Census Tract 40.03,,
"025811136","40.03",Census Tract 40.03,,
"025811137","40.03",Census Tract 40.03,,
"025811138","40.03",Census Tract 40.03,,
"025811139","40.03",Census Tract 40.03,,
"025812108","40.03",Census Tract 40.03,,
"025812142","40.03",Census Tract 40.03,,
"025812144","40.03",Census Tract 40.03,,
"025812146","40.03",Census Tract 40.03,,
"025812148","40.03",Census Tract 40.03,,
"025813110","40.04",Census Tract 40.04,,
"025813121","40.04",Census Tract 40.04,,
"025813134","40.04",Census Tract 40.04,,
"025813137","40.04",Census Tract 40.04,,
"025817146","40.03",Census Tract 40.03,,
"025817157","40.03",Census Tract 40.03,,
"025818113","40.04",Census Tract 40.04,,
"025918141","40.03",Census Tract 40.03,,
"025918142","40.03",Census Tract 40.03,,
"026002109","40.03",Census Tract 40.03,,
"026002115","40.03",Census Tract 40.03,,
"026002122","40.03",Census Tract 40.03,,
"026002125","40.03",Census Tract 40.03,,
"026002142","40.03",Census Tract 40.03,,
"026002143","40.03",Census Tract 40.03,,
"026002144","40.03",Census Tract 40.03,,
"026002150","40.03",Census Tract 40.03,,
"026002151","40.03",Census Tract 40.03,,
"026002152","40.03",Census Tract 40.03,,
"026002153","40.03",Census Tract 40.03,,
"026002154","40.03",Census Tract 40.03,,
"026002155","40.03",Census Tract 40.03,,
"026002159","40.03",Census Tract 40.03,,
"026002160","40.03",Census Tract 40.03,,
"026002207","40.04",Census Tract 40.04,,
"026005116","40.03",Census Tract 40.03,"40.03",Census Tract 40.03
"026007218","40.04",Census Tract 40.04,,
"026007219","40.04",Census Tract 40.04,,
"026007220","40.04",Census Tract 40.04,,
"026009129","40.04",Census Tract 40.04,,
"026009185","40.04",Census Tract 40.04,,
"026011308","40.04",Census Tract 40.04,,
"026011314","40.04",Census Tract 40.04,,
"026011315","40.04",Census Tract 40.04,,
"026011316","40.04",Census Tract 40.04,,
"026012113","40.04",Census Tract 40.04,,
"026012114","40.04",Census Tract 40.04,,
"026013133","40.04",Census Tract 40.04,,
"026013134","40.04",Census Tract 40.04,,
"026013135","40.04",Census Tract 40.04,,
"026016101","40.04",Census Tract 40.04,,
"026018101","40.04",Census Tract 40.04,,
"026019103","40.04",Census Tract 40.04,,
"026019104","40.04",Census Tract 40.04,,
"026019105","40.04",Census Tract 40.04,"40.04",Census Tract 40.04
"026020105","40.04",Census Tract 40.04,"40.04",Census Tract 40.04
"026022104","40.04",Census Tract 40.04,,
"026201148","27.06",Census Tract 27.06,,
"026201149","27.06",Census Tract 27.06,,
"026201151","27.06",Census Tract 27.06,,
"026204104","27.06",Census Tract 27.06,,
"026204121","27.06",Census Tract 27.06,,
"026204239","27.06",Census Tract 27.06,,
"026204240","27.06",Census Tract 27.06,,
"026204241","27.06",Census Tract 27.06,,
"026205141","27.06",Census Tract 27.06,,
"026205142","27.06",Census Tract 27.06,,
"026421116","35.03",Census Tract 35.03,,
"026421262","35.03",Census Tract 35.03,,
"026436101","35.03",Census Tract 35.03,,
"026601117","27.06",Census Tract 27.06,,
"026601121","27.06",Census Tract 27.06,,
"026601203","27.06",Census Tract 27.06,,
"026601210","27.06",Census Tract 27.06,,
"026602154","27.06",Census Tract 27.06,,
"026604117","27.06",Census Tract 27.06,,
"026604144","27.06",Census Tract 27.06,,
"026604155","27.06",Census Tract 27.06,,
"026604156","27.06",Census Tract 27.06,,
"026604171","27.06",Census Tract 27.06,,
"026604178","27.06",Census Tract 27.06,,
"026604180","27.06",Census Tract 27.06,,
"026604181","27.06",Census Tract 27.06,,
"026604182","27.06",Census Tract 27.06,,
"026604184","27.06",Census Tract 27.06,,
"026605108","27.06",Census Tract 27.06,,
"026605109","27.06",Census Tract 27.06,,
"026607291","27.06",Census Tract 27.06,,
"026636201","41.01",Census Tract 41.01,,
"026636203","41.01",Census Tract 41.01,,
"026636206","41.01",Census Tract 41.01,,
"026636207","41.01",Census Tract 41.01,,
"026636224","41.01",Census Tract 41.01,,
"026636226","41.01",Census Tract 41.01,,
"026636227","41.01",Census Tract 41.01,,
"026636228","41.01",Census Tract 41.01,,
"026636305","41.01",Census Tract 41.01,,
"026636307","41.01",Census Tract 41.01,,
"026636322","41.01",Census Tract 41.01,,
"026636333","41.01",Census Tract 41.01,,
"026636334","41.01",Census Tract 41.01,,
"026636338","41.01",Census Tract 41.01,,
"026636362","41.01",Census Tract 41.01,,
"026636366","41.01",Census Tract 41.01,,
"026636369","41.01",Census Tract 41.01,,
"026661101","45.10",Census Tract 45.10,,
"026672103","41.01",Census Tract 41.01,,
"026672104","41.01",Census Tract 41.01,,
"026672105","41.01",Census Tract 41.01,,
"026672106","41.01",Census Tract 41.01,,
"026835122","41.03",Census Tract 41.03,,
"026845308","41.03",Census Tract 41.03,,
"026917125","38.04",Census Tract 38.04,,
"026917142","38.04",Census Tract 38.04,,
"026923122","43.02",Census Tract 43.02,,
"027007102","110.02",Census Tract 110.02,,
"027007107","110.02",Census Tract 110.02,,
"027008102","110.02",Census Tract 110.02,,
"027008103","110.02",Census Tract 110.02,,
"027403122","49.02",Census Tract 49.02,,
"027403123","49.02",Census Tract 49.02,,
"027503127","40.04",Census Tract 40.04,,
"027519208","40.04",Census Tract 40.04,,
"027519209","40.04",Census Tract 40.04,,
"027522365","71.07",Census Tract 71.07,,
"027528108","71.07",Census Tract 71.07,,
"027534101","71.07",Census Tract 71.07,,
"027601423","71.08",Census Tract 71.08,,
"027613120","71.08",Census Tract 71.08,,
"027613176","71.08",Census Tract 71.08,,
"027613177","71.08",Census Tract 71.08,,
"027613181","71.08",Census Tract 71.08,,
"027613197","71.08",Census Tract 71.08,,
"027614416","71.08",Census Tract 71.08,,
"027614433","71.08",Census Tract 71.08,,
"027614451","71.08",Census Tract 71.08,,
"027614456","71.08",Census Tract 71.08,,
"027650142","71.08",Census Tract 71.08,,
"027702234","40.04",Census Tract 40.04,,
"027702245","40.04",Census Tract 40.04,,
"027702279","40.04",Census Tract 40.04,,
"027702280","40.04",Census Tract 40.04,,
"027702292","40.04",Census Tract 40.04,,
"027702301","40.04",Census Tract 40.04,,
"027806307","64.02",Census Tract 64.02,,
"027814125","64.01",Census Tract 64.01,,
"027814137","64.01",Census Tract 64.01,,
"027819133","64.01",Census Tract 64.01,,
"027819134","64.01",Census Tract 64.01,,
"027819135","64.01",Census Tract 64.01,,
"027819137","64.01",Census Tract 64.01,,
"027901140","65.01",Census Tract 65.01,,
"027904316","65.01",Census Tract 65.01,,
"027927143","65.01",Census Tract 65.01,,
"027927144","65.01",Census Tract 65.01,,
"027932143","65.01",Census Tract 65.01,,
"027932166","65.01",Census Tract 65.01,,
"028001143","72.02",Census Tract 72.02,,
"028005121","72.02",Census Tract 72.02,,
"028009147","72.02",Census Tract 72.02,,
"028009162","72.02",Census Tract 72.02,,
"028009163","72.02",Census Tract 72.02,,
"028009166","72.02",Census Tract 72.02,,
"028013163","72.02",Census Tract 72.02,,
"028015129","72.02",Census Tract 72.02,,
"028016216","72.02",Census Tract 72.02,"72.02",Census Tract 72.02
"028018148","72.02",Census Tract 72.02,,
"028018149","72.02",Census Tract 72.02,,
"028018150","72.02",Census Tract 72.02,,
"028018151","72.02",Census Tract 72.02,"72.02",Census Tract 72.02
"028018155","72.02",Census Tract 72.02,"72.02",Census Tract 72.02
"028023233","72.02",Census Tract 72.02,"72.02",Census Tract 72.02
"028024108","72.02",Census Tract 72.02,,
"028025134","72.02",Census Tract 72.02,,
"028025135","72.02",Census Tract 72.02,,
"028025139","72.02",Census Tract 72.02,,
"028025140","72.02",Census Tract 72.02,,
"028025157","72.02",Census Tract 72.02,,
"028025158","72.02",Census Tract 72.02,,
"028025159","72.02",Census Tract 72.02,,
"028025165","72.02",Census Tract 72.02,,
"028028112","72.02",Census Tract 72.02,,
"028029231","72.02",Census Tract 72.02,,
"028029232","72.02",Census Tract 72.02,,
"028029233","72.02",Census Tract 72.02,,
"028030225","72.02",Census Tract 72.02,,
"028031237","72.02",Census Tract 72.02,,
"028101146","72.02",Census Tract 72.02,,
"028103178","72.02",Census Tract 72.02,,
"028103179","72.02",Census Tract 72.02,,
"028103180","72.02",Census Tract 72.02,,
"028103186","72.02",Census Tract 72.02,,
"028103187","72.02",Census Tract 72.02,,
"028104129","72.02",Census Tract 72.02,,
"028104148","72.02",Census Tract 72.02,,
"028104158","72.02",Census Tract 72.02,,
"028104165","72.02",Census Tract 72.02,,
"028104166","72.02",Census Tract 72.02,,
"028104173","72.02",Census Tract 72.02,,
"028110106","72.02",Census Tract 72.02,,
"028110109","72.02",Census Tract 72.02,,
"028110111","72.02",Census Tract 72.02,,
"028110129","72.02",Census Tract 72.02,,
"028110130","72.02",Census Tract 72.02,,
"028110216","72.02",Census Tract 72.02,,
"028124220","72.01",Census Tract 72.01,,
"028135105","72.02",Census Tract 72.02,,
"028141105","72.02",Census Tract 72.02,,
"028141110","72.02",Census Tract 72.02,,
"028143102","72.02",Census Tract 72.02,,
"028143103","72.02",Census Tract 72.02,,
"028143104","72.02",Census Tract 72.02,,
"028307130","73.03",Census Tract 73.03,,
"028307150","73.05",Census Tract 73.05,"73.03",Census Tract 73.03
"028315160","73.05",Census Tract 73.05,,
"028317101","73.05",Census Tract 73.05,,
"028402127","73.03",Census Tract 73.03,,
"028420239","73.08",Census Tract 73.08,,
"028804106","111.01",Census Tract 111.01,,
"029026208","76.04",Census Tract 76.04,,
"029203239","78",Census Tract 78,,
"029203248","78",Census Tract 78,,
"029203316","78",Census Tract 78,,
"029203317","78",Census Tract 78,,
"029204141","78",Census Tract 78,,
"029204149","78",Census Tract 78,,
"029204209","78",Census Tract 78,,
"029204210","78",Census Tract 78,,
"029204211","78",Census Tract 78,,
"029204212","78",Census Tract 78,,
"029204313","78",Census Tract 78,,
"029204417","78",Census Tract 78,,
"029205114","78",Census Tract 78,,
"029205123","78",Census Tract 78,,
"029205124","78",Census Tract 78,,
"029205125","78",Census Tract 78,,
"029205129","78",Census Tract 78,,
"029205130","78",Census Tract 78,,
"029205131","78",Census Tract 78,,
"029205132","78",Census Tract 78,,
"029205219","78",Census Tract 78,,
"029205220","78",Census Tract 78,,
"029205221","78",Census Tract 78,,
"029205222","78",Census Tract 78,,
"029205223","78",Census Tract 78,,
"029205224","78",Census Tract 78,,
"029205226","78",Census Tract 78,,
"029205315","78",Census Tract 78,,
"029205316","78",Census Tract 78,,
"029205419","78",Census Tract 78,,
"029205420","78",Census Tract 78,,
"029205525","78",Census Tract 78,,
"029206331","78",Census Tract 78,,
"029206357","78",Census Tract 78,,
"029207155","78",Census Tract 78,,
"029207156","78",Census Tract 78,,
"029207157","78",Census Tract 78,,
"029207158","78",Census Tract 78,,
"029207161","78",Census Tract 78,,
"029207218","78",Census Tract 78,,
"029207219","78",Census Tract 78,,
"029207220","78",Census Tract 78,,
"029208262","78",Census Tract 78,,
"029208270","78",Census Tract 78,,
"029208271","78",Census Tract 78,,
"029209120","73.06",Census Tract 73.06,,
"029215323","78",Census Tract 78,,
"029215326","78",Census Tract 78,,
"029215331","78",Census Tract 78,,
"029215338","78",Census Tract 78,,
"029215339","78",Census Tract 78,,
"029215412","78",Census Tract 78,,
"029215426","78",Census Tract 78,,
"029215427","78",Census Tract 78,,
"029215521","78",Census Tract 78,,
"029215621","78",Census Tract 78,,
"029215723","78",Census Tract 78,,
"029215732","78",Census Tract 78,,
"029215734","78",Census Tract 78,,
"029215735","78",Census Tract 78,,
"029215736","78",Census Tract 78,,
"029215815","78",Census Tract 78,,
"029215817","78",Census Tract 78,,
"029215818","78",Census Tract 78,,
"029215819","78",Census Tract 78,,
"029216219","78",Census Tract 78,,
"029219112","78",Census Tract 78,,
"029219205","78",Census Tract 78,,
"029219211","78",Census Tract 78,,
"029219223","78",Census Tract 78,,
"029220128","78",Census Tract 78,,
"029220132","78",Census Tract 78,,
"029250118","78",Census Tract 78,,
"029404122","73.07",Census Tract 73.07,,
"029712215","86.02",Census Tract 86.02,"86.02",Census Tract 86.02
"029806114","86.01",Census Tract 86.01,,
"029806206","86.01",Census Tract 86.01,,
"029806207","86.01",Census Tract 86.01,,
"029901128","86.01",Census Tract 86.01,,
"030112271","87.05",Census Tract 87.05,,
"030304118","87.15",Census Tract 87.15,,
"030305117","87.16",Census Tract 87.16,"87.15",Census Tract 87.15
"030318109","87.16",Census Tract 87.16,,
"031525347","114.04",Census Tract 114.04,,
"031801311","87.05",Census Tract 87.05,,
"031810215","87.13",Census Tract 87.13,,
"031811105","87.13",Census Tract 87.13,,
"031821108","87.14",Census Tract 87.14,,
"031927184","87.08",Census Tract 87.08,,
"031938110","87.10",Census Tract 87.10,,
"032104113","87.11",Census Tract 87.11,,
"032231114","87.11",Census Tract 87.11,,
"032804217","111.02",Census Tract 111.02,,
"033001118","109.06",Census Tract 109.06,,
"033609242","110.02",Census Tract 110.02,,
"034815125","27.06",Census Tract 27.06,,
"034909107","92.02",Census Tract 92.02,,
"034920109","92.02",Census Tract 92.02,,
"035706505","100.34",Census Tract 100.34,,
"035747111","100.34",Census Tract 100.34,,
"035760103","100.34",Census Tract 100.34,,
"039605123","99.14",Census Tract 99.14,,
"039605215","99.14",Census Tract 99.14,,
"039713201","100.24",Census Tract 100.24,,
"039714302","100.24",Census Tract 100.24,,
"039714322","100.24",Census Tract 100.24,,
"039901117","100.12",Census Tract 100.12,,
"040507250","100.09",Census Tract 100.09,,
"040706112","100.14",Census Tract 100.14,,
"041002143","100.28",Census Tract 100.28,,
"041003109","100.28",Census Tract 100.28,,
"041004126","100.28",Census Tract 100.28,,
"041004143","100.28",Census Tract 100.28,,
"041006209","100.28",Census Tract 100.28,,
"041006219","100.28",Census Tract 100.28,,
"041007101","100.28",Census Tract 100.28,,
"041008102","100.28",Census Tract 100.28,,
"041008118","100.28",Census Tract 100.28,,
"041008204","100.28",Census Tract 100.28,,
"041008205","100.28",Census Tract 100.28,,
"041009132","100.28",Census Tract 100.28,,
"041009134","100.28",Census Tract 100.28,,
"041010101","100.28",Census Tract 100.28,,
"041011112","100.28",Census Tract 100.28,,
"041011213","100.28",Census Tract 100.28,,
"041011216","100.28",Census Tract 100.28,,
"041011220","100.28",Census Tract 100.28,,
"041011225","100.28",Census Tract 100.28,,
"041016147","100.28",Census Tract 100.28,,
"041017144","100.33",Census Tract 100.33,,
"041023112","100.32",Census Tract 100.32,,
"041517108","100.12",Census Tract 100.12,,
"041517111","100.12",Census Tract 100.12,,
"041517129","100.12",Census Tract 100.12,,
"041518103","100.12",Census Tract 100.12,,
"041518119","100.12",Census Tract 100.12,,
"041518125","100.12",Census Tract 100.12,,
"041519105","100.12",Census Tract 100.12,,
"041519106","100.12",Census Tract 100.12,,
"041519108","100.12",Census Tract 100.12,,
"041519116","100.12",Census Tract 100.12,,
"041520104","100.12",Census Tract 100.12,,
"041520125","100.12",Census Tract 100.12,,
"041521102","100.12",Census Tract 100.12,,
"041521123","100.12",Census Tract 100.12,,
"041522107","100.12",Census Tract 100.12,,
"041522108","100.12",Census Tract 100.12,,
"041522109","100.12",Census Tract 100.12,,
"041522112","100.12",Census Tract 100.12,,
"041522118","100.12",Census Tract 100.12,,
"041523103","100.12",Census Tract 100.12,,
"041523110","100.12",Census Tract 100.12,,
"041523114","100.12",Census Tract 100.12,,
"041523122","100.12",Census Tract 100.12,,
"041524107","100.12",Census Tract 100.12,,
"041524201","100.12",Census Tract 100.12,,
"041524210","100.12",Census Tract 100.12,,
"041524211","100.12",Census Tract 100.12,,
"041524303","100.12",Census Tract 100.12,,
"041524401","100.12",Census Tract 100.12,,
"041524405","100.12",Census Tract 100.12,,
"041524430","100.12",Census Tract 100.12,,
"041525102","100.12",Census Tract 100.12,,
"041525103","100.12",Census Tract 100.12,,
"041525123","100.12",Census Tract 100.12,,
"041527105","100.12",Census Tract 100.12,,
"041527125","100.12",Census Tract 100.12,,
"041527204","100.12",Census Tract 100.12,,
"041527206","100.12",Census Tract 100.12,,
"041527208","100.12",Census Tract 100.12,,
"041527209","100.12",Census Tract 100.12,,
"041527214","100.12",Census Tract 100.12,,
"041527239","100.12",Census Tract 100.12,,
"042016142","117",Census Tract 117,,
"042110111","118.02",Census Tract 118.02,,
"042118115","118.02",Census Tract 118.02,,
"042131355","118.02",Census Tract 118.02,,
"042131356","118.02",Census Tract 118.02,,
"042131357","118.02",Census Tract 118.02,,
"042131358","118.02",Census Tract 118.02,,
"042202224","118.02",Census Tract 118.02,,
"042410232","120.02",Census Tract 120.02,,
"042411206","120.02",Census Tract 120.02,,
"042419126","120.02",Census Tract 120.02,,
"042627127","93",Census Tract 93,"94",Census Tract 94
"042708115","94",Census Tract 94,,
"043721202","121.01",Census Tract 121.01,,
"043908127","97.12",Census Tract 97.12,,
"043908135","121.05",Census Tract 121.05,,
"044001408","97.14",Census Tract 97.14,,
"044101147","97.26",Census Tract 97.26,,
"044824106","104.24",Census Tract 104.24,,
"044908303","104.24",Census Tract 104.24,,
"044971135","104.24",Census Tract 104.24,,
"045016241","121.03",Census Tract 121.03,,
"045812515","91.33",Census Tract 91.33,,
"045821201","91.33",Census Tract 91.33,,
"045904134","9802",Census Tract 9802,,
"045904137","9802",Census Tract 9802,,
"045904141","9802",Census Tract 9802,,
"045904142","9802",Census Tract 9802,,
"045914131","91.31",Census Tract 91.31,,
"045916414","91.31",Census Tract 91.31,,
"045919208","9802",Census Tract 9802,,
"045919246","9802",Census Tract 9802,,
"045919249","9802",Census Tract 9802,,
"045919250","9802",Census Tract 9802,,
"045919312","91.32",Census Tract 91.32,"9802",Census Tract 9802
"045919313","9802",Census Tract 9802,,
"045919402","9802",Census Tract 9802,,
"045919403","9802",Census Tract 9802,,
"045919405","9802",Census Tract 9802,,
"045922104","91.32",Census Tract 91.32,,
"045923225","91.32",Census Tract 91.32,,
"045933125","91.33",Census Tract 91.33,,
"045934140","91.32",Census Tract 91.32,"91.29",Census Tract 91.29
"045935208","91.32",Census Tract 91.32,,
"045935213","91.32",Census Tract 91.32,,
"045944142","91.33",Census Tract 91.33,,
"045944143","91.33",Census Tract 91.33,,
"045945110","91.32",Census Tract 91.32,,
"045946101","91.32",Census Tract 91.32,,
"045946102","91.32",Census Tract 91.32,,
"045946103","91.32",Census Tract 91.32,,
"045946104","91.32",Census Tract 91.32,,
"045946127","91.32",Census Tract 91.32,,
"045946128","91.32",Census Tract 91.32,,
"045946134","91.32",Census Tract 91.32,,
"045946135","91.32",Census Tract 91.32,,
"045946144","91.26",Census Tract 91.26,,
"045946168","91.32",Census Tract 91.32,,
"045946169","91.32",Census Tract 91.32,,
"045946175","91.32",Census Tract 91.32,,
"045967102","91.33",Census Tract 91.33,,
"045967106","91.33",Census Tract 91.33,,
"045967107","91.33",Census Tract 91.33,,
"045967108","91.33",Census Tract 91.33,,
"045967111","91.33",Census Tract 91.33,,
"045967112","91.33",Census Tract 91.33,,
"045967114","91.33",Census Tract 91.33,,
"045967116","91.33",Census Tract 91.33,,
"045967117","91.33",Census Tract 91.33,,
"045967119","91.33",Census Tract 91.33,,
"045967124","91.33",Census Tract 91.33,,
"045967125","91.33",Census Tract 91.33,,
"045967126","91.33",Census Tract 91.33,,
"045967127","91.33",Census Tract 91.33,,
"045967128","91.33",Census Tract 91.33,,
"045968102","91.33",Census Tract 91.33,,
"045968103","91.33",Census Tract 91.33,,
"045968104","91.33",Census Tract 91.33,,
"045968107","91.33",Census Tract 91.33,,
"045968109","91.33",Census Tract 91.33,,
"045968110","91.33",Census Tract 91.33,,
"045968111","91.33",Census Tract 91.33,,
"045968112","91.33",Census Tract 91.33,,
"045968113","91.33",Census Tract 91.33,,
"045968114","91.33",Census Tract 91.33,,
"045968115","91.33",Census Tract 91.33,,
"045968116","91.33",Census Tract 91.33,,
"046017105","91.34",Census Tract 91.34,,
"046031232","91.34",Census Tract 91.34,,
"046305105","121.01",Census Tract 121.01,,
"046323158","121.01",Census Tract 121.01,,
"046323161","121.01",Census Tract 121.01,,
"046323281","121.01",Census Tract 121.01,,
"046338163","121.01",Census Tract 121.01,,
"046338178","121.01",Census Tract 121.01,,
"046340405","121.01",Census Tract 121.01,,
"046609170","116.02",Census Tract 116.02,,
"046708106","117",Census Tract 117,,
"046708150","117",Census Tract 117,,
"047203126","121.01",Census Tract 121.01,,
"047203127","121.01",Census Tract 121.01,,
"047206107","99.15",Census Tract 99.15,,
"047210153","91.34",Census Tract 91.34,,
"047210154","91.34",Census Tract 91.34,,
"047213209","99.15",Census Tract 99.15,,
"047214130","91.26",Census Tract 91.26,,
"047229219","121.01",Census Tract 121.01,,
"047717412","99.13",Census Tract 99.13,,
"049202124","116.02",Census Tract 116.02,,
"049504122","119",Census Tract 119,,
"049713130","118.02",Census Tract 118.02,,
"049713152","118.02",Census Tract 118.02,,
"049714221","118.02",Census Tract 118.02,,
"049719210","119",Census Tract 119,,
"049723129","119",Census Tract 119,,
"049723130","119",Census Tract 119,,
"049723134","119",Census Tract 119,,
"050338141","89.01",Census Tract 89.01,,
"051613119","119",Census Tract 119,,
"053013106","103",Census Tract 103,,
"053105109","103",Census Tract 103,,
"053123136","103",Census Tract 103,,
"056312116","103",Census Tract 103,,
"057327109","103",Census Tract 103,,
"058527314","104.13",Census Tract 104.13,,
"059404111","104.27",Census Tract 104.27,,
"059404138","104.27",Census Tract 104.27,,
"059405128","104.27",Census Tract 104.27,,
"059405129","104.27",Census Tract 104.27,,
"059706122","104.10",Census Tract 104.10,,
"059707134","104.10",Census Tract 104.10,,
"059709110","104.28",Census Tract 104.28,,
"059709128","104.10",Census Tract 104.10,,
"060020103","104.20",Census Tract 104.20,,
"060020109","104.20",Census Tract 104.20,,
"060155133","104.29",Census Tract 104.29,,
"060318153","104.19",Census Tract 104.19,,
"061209139","104.32",Census Tract 104.32,,
"061707205","104.34",Census Tract 104.34,,
"061707212","104.34",Census Tract 104.34,,
"061708201","104.34",Census Tract 104.34,,
"061714213","104.34",Census Tract 104.34,,
"062006117","104.22",Census Tract 104.22,,
"062121109","104.22",Census Tract 104.22,,
"062122126","104.22",Census Tract 104.22,,
"062122139","104.22",Census Tract 104.22,,
"062422113","104.26",Census Tract 104.26,,
"062422120","104.26",Census Tract 104.26,,
"062512107","104.25",Census Tract 104.25,,
"063307119","104.31",Census Tract 104.31,,
"064920111","251",Census Tract 251,,
"064921181","251",Census Tract 251,,
"064943146","251",Census Tract 251,,
"065028217","107",Census Tract 107,,
"065028218","107",Census Tract 107,,
"065032306","107",Census Tract 107,,
"065043110","107",Census Tract 107,,
"066008136","251",Census Tract 251,,
"066009103","251",Census Tract 251,,
"066021102","251",Census Tract 251,,
"066025184","251",Census Tract 251,,
"066030109","251",Census Tract 251,,
"066030115","251",Census Tract 251,,
"100623125","8.17",Census Tract 8.17,,
"100723110","8.23",Census Tract 8.23,,
"100726122","8.21",Census Tract 8.21,,
"100731120","8.21",Census Tract 8.21,,
"100731124","8.21",Census Tract 8.21,,
"100731125","8.21",Census Tract 8.21,,
"100731131","8.21",Census Tract 8.21,,
"100731132","8.21",Census Tract 8.21,,
"100747103","8.23",Census Tract 8.23,,
"100750102","8.23",Census Tract 8.23,,
"100750103","8.23",Census Tract 8.23,,
"100750104","8.23",Census Tract 8.23,,
"100750108","8.23",Census Tract 8.23,,
"100753109","8.23",Census Tract 8.23,,
"100753110","8.23",Census Tract 8.23,,
"100753111","8.23",Census Tract 8.23,,
"100760101","8.25",Census Tract 8.25,,
"100763102","2.01",Census Tract 2.01,,
"100763104","2.01",Census Tract 2.01,,
"100766106","2.01",Census Tract 2.01,,
"101101113","3.06",Census Tract 3.06,,
"101101210","3.06",Census Tract 3.06,,
"101103108","3.06",Census Tract 3.06,,
"101103109","3.06",Census Tract 3.06,,
"101104106","3.06",Census Tract 3.06,,
"101106121","3.06",Census Tract 3.06,,
"101107116","3.06",Census Tract 3.06,,
"101111104","16",Census Tract 16,,
"101111124","16",Census Tract 16,,
"101117105","16",Census Tract 16,,
"101119104","16",Census Tract 16,,
"101119305","16",Census Tract 16,,
"101120117","16",Census Tract 16,,
"101120127","16",Census Tract 16,,
"101120128","16",Census Tract 16,,
"101121122","16",Census Tract 16,,
"101121123","16",Census Tract 16,,
"101122116","16",Census Tract 16,,
"101122120","16",Census Tract 16,,
"101124115","3.04",Census Tract 3.04,,
"101128112","3.04",Census Tract 3.04,"3.04",Census Tract 3.04
"101131113","3.04",Census Tract 3.04,,
"101131119","3.04",Census Tract 3.04,,
"101202151","3.06",Census Tract 3.06,,
"101207210","3.06",Census Tract 3.06,,
"101208106","3.06",Census Tract 3.06,,
"101208207","3.06",Census Tract 3.06,,
"101210110","3.06",Census Tract 3.06,,
"101210122","3.06",Census Tract 3.06,,
"101211109","3.04",Census Tract 3.04,,
"101212101","3.04",Census Tract 3.04,,
"101213106","3.04",Census Tract 3.04,,
"101214118","3.04",Census Tract 3.04,,
"101218207","3.07",Census Tract 3.07,,
"101219119","3.07",Census Tract 3.07,,
"101243127","3.07",Census Tract 3.07,,
"101353107","4.03",Census Tract 4.03,"4.01",Census Tract 4.01
"101353111","4.03",Census Tract 4.03,,
"101403103","4.04",Census Tract 4.04,,
"101507108","6.03",Census Tract 6.03,,
"101515101","17.03",Census Tract 17.03,,
"101601102","4.01",Census Tract 4.01,,
"101601111","4.01",Census Tract 4.01,,
"101602123","4.01",Census Tract 4.01,,
"101628116","4.01",Census Tract 4.01,,
"101628117","4.01",Census Tract 4.01,"4.01",Census Tract 4.01
"101628118","4.01",Census Tract 4.01,,
"101629111","4.01",Census Tract 4.01,,
"101630118","4.01",Census Tract 4.01,,
"101630119","4.01",Census Tract 4.01,,
"101658123","4.01",Census Tract 4.01,,
"101659111","4.01",Census Tract 4.01,"4.01",Census Tract 4.01
"101659208","4.01",Census Tract 4.01,,
"101944113","5.04",Census Tract 5.04,"5.04",Census Tract 5.04
"101947105","5.04",Census Tract 5.04,,
"101947109","5.04",Census Tract 5.04,,
"101949101","5.04",Census Tract 5.04,,
"101949106","5.04",Census Tract 5.04,,
"101949107","5.04",Census Tract 5.04,,
"102032101","5.04",Census Tract 5.04,,
"102032104","5.04",Census Tract 5.04,,
"102033109","5.04",Census Tract 5.04,,
"102033110","5.04",Census Tract 5.04,,
"102034105","5.04",Census Tract 5.04,,
"102034107","5.04",Census Tract 5.04,,
"102034108","5.04",Census Tract 5.04,,
"102042119","5.04",Census Tract 5.04,,
"102043111","5.04",Census Tract 5.04,,
"102043113","5.04",Census Tract 5.04,,
"102043114","5.04",Census Tract 5.04,,
"102047106","5.04",Census Tract 5.04,,
"102047107","5.04",Census Tract 5.04,,
"102048101","5.04",Census Tract 5.04,,
"102055158","5.04",Census Tract 5.04,,
